0 -37720.5 -23000.8
0.001 -37674.4 -22955.5
0.003 -37628.5 -22910.8
0.006 -37578.3 -22862.2
0.01 -37522.6 -22808.7
0.015 -37461.5 -22750.2
0.021 -37395.8 -22687.6
0.028 -37326.7 -22622
0.036 -37254.8 -22554.2
0.045 -37180.5 -22484.3
0.055 -37103.6 -22412.3
0.066 -37024 -22338.1
0.078 -36941.4 -22261.3
0.091 -36855.5 -22181.6
0.105 -36765.6 -22098.4
0.12 -36671.3 -22011.2
0.136 -36573 -21920.5
0.153 -36471.9 -21827.4
0.171 -36368.9 -21732.8
0.19 -36264.5 -21637.2
0.21 -36158.8 -21540.7
0.231 -36051.8 -21443.4
0.253 -35943.5 -21345.1
0.276 -35834 -21246
0.3 -35723.2 -21146
0.325 -35611.2 -21045.2
0.351 -35498.1 -20943.7
0.378 -35384 -20841.6
0.406 -35269 -20738.8
0.435 -35153.2 -20635.7
0.465 -35036.6 -20532
0.496 -34918.9 -20427.7
0.528 -34799.9 -20322.3
0.561 -34678.6 -20215.1
0.595 -34554.6 -20105.4
0.63 -34427.9 -19993.3
0.666 -34299 -19879.3
0.703 -34168.4 -19764
0.741 -34036.6 -19647.7
0.78 -33903.7 -19530.7
0.82 -33770.1 -19413.1
0.861 -33635.6 -19295.1
0.903 -33500.5 -19176.7
0.946 -33364.9 -19058
0.99 -33228.7 -18939
1.035 -33092.1 -18819.8
1.081 -32955 -18700.3
1.128 -32817.3 -18580.6
1.176 -32679.2 -18460.6
1.225 -32540.5 -18340.3
1.275 -32401.4 -18219.7
1.326 -32261.8 -18098.9
1.378 -32121.9 -17978
1.431 -31981.6 -17856.9
1.485 -31841.2 -17735.9
1.54 -31700.6 -17614.9
1.596 -31560 -17494
1.653 -31419.3 -17373.3
1.711 -31278.6 -17252.7
1.77 -31138 -17132.3
1.83 -30997.3 -17012.1
1.891 -30856.7 -16892.1
1.953 -30716.2 -16772.3
2.016 -30575.7 -16652.7
2.08 -30435.3 -16533.4
2.145 -30295.1 -16414.3
2.211 -30154.9 -16295.4
2.278 -30014.9 -16176.9
2.346 -29875.1 -16058.6
2.415 -29735.5 -15940.7
2.485 -29596.1 -15823
2.556 -29456.9 -15705.8
2.628 -29318 -15588.9
2.701 -29179.4 -15472.3
2.775 -29041.1 -15356.2
2.85 -28903.1 -15240.6
2.926 -28765.5 -15125.3
3.003 -28628.2 -15010.5
3.081 -28491.3 -14896.2
3.16 -28354.9 -14782.4
3.24 -28218.9 -14669.1
3.321 -28083.3 -14556.3
3.403 -27948.2 -14444.1
3.486 -27813.6 -14332.4
3.57 -27679.5 -14221.3
3.655 -27546 -14110.8
3.741 -27413 -14000.9
3.828 -27280.6 -13891.7
3.916 -27148.8 -13783.1
4.005 -27017.6 -13675.1
4.095 -26887.1 -13567.9
4.186 -26757.2 -13461.4
4.278 -26628 -13355.5
4.371 -26499.5 -13250.4
4.465 -26371.7 -13146.1
4.56 -26244.6 -13042.5
4.656 -26118.2 -12939.6
4.753 -25992.6 -12837.5
4.851 -25867.7 -12736.2
4.95 -25743.5 -12635.6
5.05 -25620.1 -12535.8
5.151 -25497.5 -12436.8
5.253 -25375.6 -12338.5
5.356 -25254.5 -12241.1
5.46 -25134.1 -12144.4
5.565 -25014.6 -12048.5
5.671 -24895.7 -11953.3
5.778 -24777.7 -11858.9
5.886 -24660.4 -11765.3
5.995 -24543.8 -11672.5
6.105 -24428 -11580.4
6.216 -24313 -11489
6.328 -24198.7 -11398.4
6.441 -24085.2 -11308.6
6.555 -23972.4 -11219.4
6.67 -23860.4 -11131.1
6.786 -23749.1 -11043.4
6.903 -23638.5 -10956.5
7.021 -23528.7 -10870.3
7.14 -23419.6 -10784.8
7.26 -23311.2 -10700.1
7.381 -23203.6 -10616
7.503 -23096.7 -10532.7
7.626 -22990.5 -10450
7.75 -22885 -10368.1
7.875 -22780.2 -10286.8
8.001 -22676.2 -10206.3
8.128 -22572.9 -10126.4
8.256 -22470.3 -10047.3
8.385 -22368.4 -9968.78
8.515 -22267.2 -9890.96
8.646 -22166.7 -9813.82
8.778 -22066.9 -9737.35
8.911 -21967.8 -9661.55
9.045 -21869.4 -9586.4
9.18 -21771.6 -9511.91
9.316 -21674.6 -9438.07
9.453 -21578.2 -9364.87
9.591 -21482.5 -9292.31
9.73 -21387.5 -9220.39
9.87 -21293.1 -9149.1
10.011 -21199.4 -9078.44
10.153 -21106.4 -9008.39
10.296 -21014 -8938.96
10.44 -20922.3 -8870.15
10.585 -20831.2 -8801.94
10.731 -20740.7 -8734.35
10.878 -20650.9 -8667.35
11.026 -20561.8 -8600.95
11.175 -20473.2 -8535.14
11.325 -20385.3 -8469.93
11.476 -20298.1 -8405.3
11.628 -20211.4 -8341.25
11.781 -20125.4 -8277.79
11.935 -20040 -8214.9
12.09 -19955.2 -8152.59
12.246 -19871.1 -8090.84
12.403 -19787.5 -8029.66
12.561 -19704.6 -7969.05
12.72 -19622.2 -7908.98
12.88 -19540.5 -7849.48
13.041 -19459.3 -7790.52
13.203 -19378.7 -7732.1
13.366 -19298.8 -7674.22
13.53 -19219.4 -7616.88
13.695 -19140.6 -7560.07
13.861 -19062.3 -7503.78
14.028 -18984.6 -7448.01
14.196 -18907.5 -7392.75
14.365 -18831 -7338.01
14.535 -18754.9 -7283.77
14.706 -18679.5 -7230.03
14.878 -18604.6 -7176.78
15.051 -18530.2 -7124.02
15.225 -18456.4 -7071.74
15.4 -18383 -7019.94
15.576 -18310.3 -6968.62
15.753 -18238 -6917.76
15.931 -18166.2 -6867.36
16.11 -18095 -6817.42
16.29 -18024.2 -6767.93
16.471 -17954 -6718.89
16.653 -17884 -6670.29
16.836 -17814.7 -6622.13
17.02 -17746 -6574.4
17.205 -17677.6 -6527.09
17.391 -17609.8 -6480.21
17.578 -17542.4 -6433.75
17.766 -17475.6 -6387.7
17.955 -17409.1 -6342.07
18.145 -17343.1 -6296.84
18.336 -17277.6 -6252.01
18.528 -17212.6 -6207.58
18.721 -17147.9 -6163.55
18.915 -17083.8 -6119.91
19.11 -17020 -6076.66
19.306 -16956.7 -6033.79
19.503 -16893.9 -5991.3
19.701 -16831.4 -5949.18
19.9 -16769.4 -5907.44
20.1 -16707.8 -5866.07
